,close,high,open,low
20200311,22943.370547834827,23648.913366911045,23635.684439053366,22828.71983973494
20200312,22136.4059485164,22868.406623307976,22824.310197115712,21748.35739802448
20200313,21602.839191590007,22043.803453512646,20443.10318273347,20266.717477964416
20200316,20769.416736556224,21889.465961839724,21889.465961839724,20725.32031036396
20200317,20262.30783534519,20910.525300371468,19949.223209380118,19883.078570091722
20200318,19133.439324823237,20451.922467971923,20284.35604844132,19261.3189607808
20200319,17753.221185005383,19733.150721038026,19733.150721038026,17471.004057374896
20200320,19102.571826488653,19098.162183869426,18308.836155027908,17863.46225048604
20200323,18017.799742158964,18419.077220508567,18132.45045025885,17700.305473574666
20200324,19697.873580084215,19653.77715389195,18467.583289320057,18233.87223050106
20200325,20835.56137584462,20857.60958894075,20125.608914149172,19980.090707714702
20200326,20421.05496963734,21126.59778871356,20844.380661083072,20447.512825352696
20200327,20897.29637251379,21386.766703247915,21241.248496813445,20218.211409152926
20200330,20765.007093936998,21003.12779537522,20478.38032368728,20125.608914149172
20200331,21232.429211574992,21219.200283717313,20848.7903037023,20773.82637917545
20200401,20182.934268199115,21214.790641098087,20985.489224898316,20213.8017665337
20200402,20765.007093936998,20791.464949652356,20416.645327018112,19993.31963557238
20200403,20751.77816607932,20963.441011802184,20765.007093936998,20496.018894164186
20200406,21567.562050636196,21624.88740468614,21025.176008471353,20941.392798706052
20200407,21937.972030651214,22158.45416161253,21863.008106124365,21541.104194920837
20200408,21620.477762066912,22083.490237085683,21937.972030651214,21629.297047305365
20200409,21951.200958508893,22026.16488303574,22004.11666993961,21730.71882754757
20200410,22158.45416161253,22167.273446850984,21907.10453231663,21827.730965170555
20200413,21752.767040643706,22158.45416161253,22158.45416161253,21735.1284701668
20200414,22131.996305897173,22264.285584473964,21951.200958508893,21858.59846350514
20200416,22131.996305897173,22180.502374708663,22048.213096131873,21779.224896359065
20200417,22802.26198401958,23009.515187123223,22555.321997342904,22555.321997342904
20200420,22546.50271210445,22859.587338069523,22797.852341400354,22480.358072816056
20200421,22312.791653285454,22524.45449900832,22400.98450566998,21911.514174935855
20200422,22520.044856389093,22568.550925200583,22039.39381089342,21871.827391362818
20200423,22718.47877425428,22846.358410211844,22520.044856389093,22511.22557115064
20200424,22370.117007335397,22617.056994012073,22572.96056781981,22264.285584473964
20200427,22815.49091187726,22908.093406881017,22423.032718766113,22423.032718766113
20200428,22972.067810292105,23034.69856965804,22869.174419905205,22676.808516138397
20200429,23164.433714058912,23267.32710444581,22972.067810292105,22949.699681947128
20200504,22399.443724660676,22699.176644483377,22582.862377089492,22377.075596315695
20200506,22837.859040222236,22806.543660539268,22708.123895821365,22488.916238040587
20200507,22784.17553219429,22927.331553602147,22734.96564983534,22676.808516138397
20200508,22972.067810292105,23133.118334375944,22900.489799588177,22900.489799588177
20200511,22793.122783532282,23164.433714058912,22972.067810292105,22770.754655187306
20200512,22658.914013462418,22851.279917229225,22819.964537546257,22457.600858357615
20200513,22891.542548250185,22824.43816321525,22390.496473322684,22390.496473322684
20200514,22654.44038779342,22752.860152511323,22685.75576747639,22520.231617723555
20200515,22717.071147159357,22837.859040222236,22837.859040222236,22547.073371737526
20200518,22873.648045574202,22931.805179271145,22793.122783532282,22627.598633779446
20200519,23455.219382543622,23513.376516240565,23294.168858459783,23294.168858459783
20200520,23522.323767578557,23576.007275606502,23356.79961782572,23356.79961782572
20200521,23593.901778282485,23687.84791733139,23643.111660641436,23544.691895923534
20200522,23218.117222086858,23629.690783634447,23629.690783634447,23106.27658036197
20200525,23508.902890571568,23504.429264902574,23334.431489480743,23164.433714058912
20200526,23911.529200781166,23920.476452119157,23562.586398599517,23540.218270254536
20200527,23951.791831802126,24063.632473527017,23790.741307718286,23772.846805042307
20200528,24005.475339830075,24260.47200296282,24153.10498690693,23732.584174021347
20200529,24081.526976202997,24108.36873021697,23857.84569275322,23737.05779969034
20200601,24452.837906729626,24443.89065539164,24072.579724865005,24063.632473527017
20200602,24703.360944193377,24734.67632387635,24425.996152715656,24390.20714736369
20200603,25607.03332933048,25772.557479083313,24953.883981657127,24953.883981657127
20200604,25651.769586020433,26219.920045982868,25911.239874822175,25571.244323978513
20200605,26058.86952189903,26094.65852725099,25651.769586020433,25504.13993894358
20200608,26027.554142216057,26501.758463129587,26488.337586122598,25947.028880174137
20200609,26040.975019223046,26394.391447073693,26295.97168235579,25772.557479083313
20200610,26112.553029926974,26224.393671651862,26040.975019223046,25947.028880174137
20200611,25727.82122239336,26117.026655595968,25978.34425985711,25405.720174225677
20200612,25137.302634085947,25222.30152179686,24716.781821200366,24680.9928158484
20200615,23929.42370345715,25088.092751726996,24855.46421693923,24036.790719513043
20200616,25347.563040528737,25316.24766084577,24551.25767144753,24488.626912081592
20200617,25302.82678383878,25486.245436267596,25289.405906831795,24900.200473629182
20200618,25226.775147465858,25329.668537852755,25275.985029824806,25029.935618030053
20200619,25320.721286514763,25450.456430915634,25450.456430915634,24900.200473629182
20200622,25132.82900841695,25347.563040528737,25056.777372044027,25056.777372044027
20200623,25222.30152179686,25553.34982130253,25374.40479454271,24971.77848433311
20200624,25620.454206337465,25768.08385341432,25352.03666619773,25311.77403517677
20200625,24958.357607326125,25396.77292288769,25267.037778486818,25020.98836669206
20200626,25320.721286514763,25441.509179577642,25213.35427045887,25114.934505740966
20200629,24927.042227643156,25231.248773134852,25003.09386401608,24828.622462925254
20200630,25168.618013768915,25454.930056584628,25271.51140415581,25128.355382747955
20200701,25141.77625975494,25445.982805246636,25347.563040528737,25083.619126057998
20200702,25437.03555390865,25423.61467690166,25271.51140415581,25195.459767782886
20200703,25669.664088696416,25692.032217041393,25602.55970366148,25437.03555390865
20200706,26076.764024575008,26139.39478394095,25777.031104752306,25718.873971055367
20200707,25763.61022774532,26295.97168235579,26295.97168235579,25777.031104752306
20200708,25709.926719717376,25893.345372146192,25866.503618132218,25647.29596035144
20200709,25826.240987111258,26018.60689087807,25835.18823844925,25817.293735773266
20200710,25562.297072640522,25857.556366794226,25857.556366794226,25454.930056584628
20200713,26063.343147568023,26081.237650244006,25826.240987111258,25745.715725069338
20200714,26045.44864489204,25987.291511195097,25875.45086947021,25768.08385341432
20200715,26273.603554010813,26461.495832108627,26313.866185031773,26152.815660947934
20200716,25991.765136864095,26282.550805348805,26228.86729732086,25915.71350049117
20200717,26188.6046662999,26224.393671651862,26076.764024575008,26076.764024575008
20200720,26125.97390693396,26219.920045982868,26215.44642031387,25964.92338285012
20200721,26506.23208879858,26604.651853516483,26367.54969305972,26358.602441721727
20200722,26403.338698411684,26600.17822784749,26434.654078094653,26372.023318728716
20200723,26251.235425665836,26322.813436369765,26322.813436369765,26067.816773237017
20200724,26125.97390693396,26269.12992834182,26094.65852725099,26018.60689087807
20200727,26367.54969305972,26492.811211791595,26112.553029926974,26112.553029926974
20200728,26917.80565034617,27056.488046085033,26582.283725171506,26582.283725171506
20200729,27069.908923092018,27213.064944499878,26975.962784043113,26895.437522001193
20200730,27092.32149878592,27285.06964975346,27217.831922671758,27096.8040139247
20200731,26886.125802402043,27307.48222544736,27231.279468088098,26823.370590459126
20200803,26881.643287263265,26926.468438651063,26886.125802402043,26711.307711989626
20200804,27190.93683183908,27298.517195169796,27110.25155934104,27069.90892309202
20200805,27486.782830998556,27500.230376414893,27244.72701350444,27168.524256145178
20200806,27935.03434487655,28082.957344456285,27612.293254884393,27607.81073974561
20200807,28042.614708207268,28181.572677509444,28015.719617374587,27805.04140585193
20200810,28459.488616113802,28513.27879777916,28042.614708207268,28002.272071958247
20200811,28831.537372632534,28974.977857073492,28553.62143402818,28459.488616113802
20200812,28957.047796518375,28916.705160269354,28706.026948746698,28499.83125236282
20200813,29001.872947906173,29297.71894706565,29217.03367456761,28652.236767081336
20200814,28661.2017973589,28939.117735963253,28853.949948326434,28419.14597986478
20200818,28073.992314178726,28880.845039159114,28804.642281799854,27984.34201140313
20200819,28154.677586676764,28432.59352528112,28307.08310139528,28127.782495844087
20200820,27078.87395336958,28056.062253623608,27903.656738905087,27038.53131712056
20200821,27473.335285582216,27814.00643612949,27392.650013084178,27213.34940753298
20200824,27791.59386043559,27827.45398154583,27567.468103496594,27262.65707405956
20200825,28145.712556399205,28195.020222925785,28024.684647652146,27894.691708627528
20200826,28159.160101815545,28271.22298028504,28109.852435288965,27800.55889071315
20200827,27921.58679946021,28244.327889452365,28226.397828897243,27939.516860015327
20200828,28038.132193068486,28351.908252783083,28141.230041260424,27899.17422376631
20200831,27621.25828516195,28369.8383133382,28275.705495423823,27612.293254884393
20200901,27809.52392099071,27899.17422376631,27621.25828516195,27603.328224606834
20200902,27957.446920570448,28078.474829317507,27984.34201140313,27692.97852738243
20200903,28383.28585875454,28486.38370694648,28221.915313758465,28221.915313758465
20200904,27979.859496264347,28020.20213251337,27675.048466827313,27643.67086085585
20200907,28114.334950427747,28190.537707787003,28015.719617374587,27881.244163211188
20200908,28468.45364639136,28495.34873722404,28356.39076792186,28239.845374313583
20200909,28132.265010982865,28316.048131672844,28141.230041260424,28065.027283901167
20200910,28405.69843444844,28504.3137675016,28419.14597986478,28298.118071117722
20200911,28392.2508890321,28392.2508890321,28244.327889452365,28087.439859595066
20200914,28755.334615273277,28809.124796938635,28625.34167624866,28571.5514945833
20200915,28979.460372212274,29010.837978183732,28840.502402910093,28732.922039579375
20200916,28903.257614853013,29069.11067498787,28970.49534193471,28844.984918048875
20200917,28481.9011918077,28849.467433187656,28795.677251522295,28414.663464726
20200918,28580.516524860857,28652.236767081336,28598.44658541598,28392.2508890321
20200921,28320.53064681162,28791.194736383517,28522.24382805672,28248.810404591142
20200922,27670.56595168853,28325.013161950403,28280.188010562604,27536.090497525132
20200923,27769.18128474169,27899.17422376631,27836.41901182339,27226.79695294932
20200924,27114.73407447982,27513.677921831233,27428.510134194417,27114.73407447982
20200925,27271.62210433712,27370.237437390275,27316.447255724917,27132.66413503494
20200928,27648.153375994632,27715.39110307633,27486.782830998556,27406.097558500514
20200929,27881.244163211188,28006.754587097028,27970.89446598679,27778.14631501925
20201005,28226.397828897243,28311.565616534062,27881.244163211188,27854.34907237851
20201006,28275.705495423823,28468.45364639136,28333.97819222796,28199.502738064562
20201007,28562.58646430574,28562.58646430574,28100.887405011406,28065.027283901167
20201008,28558.103949166958,28813.607312077416,28746.369584995715,28490.86622208526
20201012,28683.6143730528,28782.229706105954,28602.929100554757,28571.5514945833
20201013,28710.509463885475,28871.880008881555,28844.984918048875,28481.9011918077
20201014,28419.14597986478,28723.957009301816,28706.026948746698,28351.908252783083
20201015,28212.950283480903,28365.35579819942,28316.048131672844,28082.957344456285
20201016,28042.614708207268,28342.94322250552,28257.775434868705,27858.83158751729
20201019,28109.852435288965,28329.495677089184,28132.265010982865,28087.439859595066
20201020,28302.600586256503,28298.118071117722,27984.34201140313,27881.244163211188
20201021,28387.768373893323,28472.93616153014,28333.97819222796,28262.257950007483
20201022,28195.020222925785,28248.810404591142,28181.572677509444,28038.132193068486
20201023,28298.118071117722,28396.733404170882,28338.460707366743,28087.439859595066
20201026,28226.397828897243,28481.9011918077,28387.768373893323,28208.467768342125
20201027,27984.34201140313,28208.467768342125,28029.167162790927,27921.58679946021
20201028,28141.230041260424,28141.230041260424,27885.72667834997,27822.97146640705
20201029,27840.326368620073,27876.255165353246,27777.450974337014,27534.931596388073
20201030,27121.750433956542,27750.504376787132,27750.504376787132,27103.786035589954
20201102,27512.476098429837,27543.913795571367,27189.116927831248,27130.732633139836
20201103,28055.89914901913,28091.827945752306,27611.280289446073,27611.280289446073
20201104,28217.578734318424,28388.240518801013,28240.03423227666,28015.479252694306
20201105,28864.2970755156,28877.77037429054,28428.660415125836,28370.276120434424
20201106,28940.6457685736,29151.72744938101,28981.065664898422,28855.314876332304
20201109,29277.47823794713,29506.52431712113,29187.656246114188,29187.656246114188
20201110,29277.47823794713,29380.77352855501,29349.335831413482,29084.360955506305
20201111,29753.534794661715,29807.42798976148,29326.880333455247,29326.880333455247
20201112,29609.81960772901,29780.481392211597,29713.11489833689,29524.488715487714
20201113,29919.705479552656,29933.178778327598,29493.05101834619,29493.05101834619
20201116,30575.406019933125,30651.754712991125,30090.367264035245,30063.420666485363
20201117,30552.95052197489,30737.08560523242,30665.228011766067,30485.584028100184
20201118,30526.003924425007,30705.64790809089,30552.95052197489,30454.146330958654
20201119,30557.441621566537,30548.459422383243,30413.72643463383,30328.39554239254
20201120,30588.879318708066,30687.683509724302,30467.619629733596,30467.619629733596
20201123,31280.50865582171,31338.892950513124,30633.790314624537,30611.3348166663
20201124,31464.64373907924,31657.761021520066,31424.223842754418,31307.455253371594
20201125,31271.526456638418,31770.038511311242,31666.74322070336,31114.337970930774
20201126,31590.39452764536,31581.412328462065,31267.03535704677,31204.15996276371
20201127,31662.252121111713,31702.672017436536,31585.903428053713,31487.099237037477
20201130,31262.544257455123,31913.75369824395,31788.00290967783,31271.526456638418
20201201,31666.74322070336,31765.547411719595,31437.69714152936,31415.241643571124
20201202,32228.13066965924,32282.023864759005,31810.458407636066,31792.494009269478
20201203,32425.73905169171,32497.596645158064,32353.881458225358,32210.16627129265
20201204,33036.52859615571,33225.154779004886,32591.909736582653,32488.61444597477
20201207,33229.64587859654,33373.361065529236,33328.450069612765,32829.938014939944
20201208,32677.240628823947,33198.208181455004,33130.8416875803,32686.22282800724
20201209,33391.325463895824,33404.79876267077,32829.938014939944,32829.938014939944
20201210,33198.208181455004,33481.147455728766,33063.47519370559,32879.340110448065
20201211,33463.18305736218,33633.844841844766,33364.37886634594,33364.37886634594
20201214,33341.92336838771,33642.82704102806,33463.18305736218,33301.50347206288
20201215,33341.92336838771,33400.30766307912,33341.92336838771,33009.58199860583
20201216,33472.16525654547,33660.79143939465,33638.33594143642,33377.85216512089
20201217,33440.727559403946,33494.62075450371,33472.16525654547,33103.89509003042
20201218,33400.30766307912,33557.49614878677,33440.727559403946,33332.941169204416
20201221,33445.21865899559,33472.16525654547,33418.27206144571,33041.01969574736
20201222,32915.26890718124,33386.83436430418,33279.04797410465,32915.26890718124
20201223,33359.8877667543,33409.28986226241,33085.93069166383,32785.02701902347
20201224,34051.51710386795,34163.79459365912,33503.602953687005,33463.18305736218
20201228,34190.741191209,34500.62706303265,34316.49197977512,34064.990402642885
20201229,34770.09303853147,34819.49513403959,34500.62706303265,34379.36737405818
20201230,35551.54436747806,35600.946462986176,34572.484656499,34559.01135772406
20210104,36472.21978376571,36526.11297886547,35529.08886951982,35394.35588177041
20210105,37024.625033538294,36997.67843598841,36292.575800099825,36144.36951357547
20210106,36656.354867023234,37482.71719188629,37123.42922455453,36530.604078457116
20210107,37514.15488902782,37842.00515921805,37127.92032414617,37074.02712904641
20210108,39198.31723589546,39413.89001629452,37886.916155134524,37886.916155134524
20210111,39283.64812813676,40873.497383579816,39521.67640649405,38618.96538857299
20210112,38996.21775427135,39319.576924869936,38955.79785794653,37900.38945390947
20210113,39202.80833548711,39503.71200812746,38978.25335590476,38731.24287836417
20210114,39175.86173793723,39328.55912405323,39050.11094937111,38955.79785794653
20210115,38336.02611429923,39764.19578444299,39418.38111588617,38286.62401879111
20210118,37469.24389311135,38246.20412246629,37967.75594778417,37316.54650699535
20210119,38430.339205723816,38686.3318824477,37644.39677718558,37464.7527935197
20210120,38659.38528489782,39139.93294120405,39139.93294120405,38223.74862450806
20210121,39184.843937120524,39211.79053467041,38946.81565876323,38731.24287836417
20210122,38924.360160804994,39548.62300404393,39274.665928953465,38924.360160804994
20210125,39845.03557709264,39907.9109713757,39014.182152637935,38982.74445549641
20210126,38735.73397795582,39791.142381992875,39768.68688403464,38578.54549224817
20210127,38605.492089798056,39445.327713436054,39027.65545141288,38502.19679919017
20210128,37975.85918059818,38425.5969728838,37759.98504030108,37683.529615612526
20210129,37193.315422021195,38425.5969728838,38362.633681963816,36891.99110118982
20210201,38002.84344813532,38016.335581903884,36900.985857035535,36721.09074012128
20210202,38556.020932646636,39136.18268469509,38385.120571578096,38178.24118712671
20210203,38915.811166475134,39118.19317300367,38861.84263140086,38380.62319365524
20210204,38241.2044780467,38744.910805406595,38744.910805406595,37962.36704682961
20210205,38744.910805406595,38798.879340480875,38511.047153418076,38241.2044780467
20210208,38322.15728065811,38839.35574178658,38744.910805406595,38299.67039104383
20210209,38223.21496635527,38902.31903270657,38609.98946772091,38254.69661181526
20210210,38484.062885880936,38587.50257810663,38335.649414426676,37957.86966890675
20210215,39064.224637929394,39217.13548730651,39032.7429924694,38924.80592232085
20210216,39208.14073146079,39554.438831520725,39244.11975484364,39010.25610285511
20210217,38794.381962558014,38996.76396908655,38996.76396908655,38515.54453134093
20210218,38236.707100123844,38866.340009323714,38650.465869026615,38205.22545466385
20210219,38565.01568849235,38587.50257810663,38272.68612350669,37611.571568846826
20210222,38160.251675435284,38996.76396908655,38897.82165478371,38115.277896206724
20210223,38088.293628669584,38421.09959496095,37957.86966890675,37620.56632469253
20210224,37292.25773632403,38470.57075211237,37939.88015721533,37256.27871294118
20210225,38654.963246949475,38699.937026178035,37786.96930783822,37786.96930783822
20210226,37553.10565584969,37876.91686629534,37876.91686629534,37242.78657917261
20210302,38016.335581903884,38690.94227033232,38497.5550196495,37706.016505226806
20210303,38439.089106652376,38452.58124042094,38016.335581903884,37813.95357537535
20210304,37948.874913061045,38254.69661181526,38047.81722736388,37679.032237689666
20210305,37746.49290653251,37876.91686629534,37404.69218439543,37188.818044098334
20210308,37404.69218439543,38119.77527412958,38047.81722736388,37319.24200386117
20210309,37152.83902071549,37521.6240103897,37404.69218439543,36590.66678035846
20210310,36941.46225834124,37724.00601691823,37724.00601691823,36856.012077806976
20210311,37728.503394841086,37804.95881952964,37121.357375255495,37121.357375255495
20210312,38025.3303377496,38263.69136766098,37984.85393644389,37890.40900006391
20210315,37840.93784291249,38137.764785821004,37957.86966890675,37809.4561974525
20210316,38155.75429751243,38250.19923389241,38065.806739055304,37939.88015721533
20210317,37890.40900006391,38155.75429751243,38155.75429751243,37629.561080538246
20210318,38146.75954166672,38506.549775495216,38205.22545466385,38133.26740789815
20210319,37737.4981506868,37948.874913061045,37598.07943507825,37553.10565584969
20210322,37786.96930783822,37953.3722909839,37795.96406368393,37530.61876623541
20210323,37467.65547531542,38106.28314036101,38011.83820398103,37409.18956231829
20210324,37269.77084670975,37427.17907400971,37188.818044098334,36981.93865964695
20210325,37431.67645193257,37679.032237689666,37166.331154484054,37152.83902071549
20210326,37786.96930783822,37831.94308706678,37616.06894676968,37494.63974285256
20210329,37710.51388314966,37930.88540136962,37867.92211044963,37584.587301309686
20210330,38151.25691958957,38295.17301312097,37773.477174069645,37773.477174069645
20210331,38034.32509359531,38497.5550196495,38151.25691958957,38025.3303377496
20210401,38385.120571578096,38452.58124042094,38304.16776896668,38160.251675435284
20210402,38816.8688521723,38929.30330024371,38677.450136563755,38672.952758640895
20210405,38879.83214309229,38992.266591163694,38915.811166475134,38668.45538071804
20210406,38951.79018985799,39136.18268469509,39127.18792884938,38744.910805406595
20210407,39014.753480777974,39176.6590860008,39064.224637929394,38902.31903270657
20210408,38992.266591163694,39100.20366131224,38983.27183531798,38839.35574178658
20210409,38834.85836386372,39203.64335353793,39064.224637929394,38731.41867163803
20210412,38834.85836386372,39005.75872493226,38798.879340480875,38740.41342748374
20210413,39271.10402238078,39397.03060422075,38834.85836386372,38830.36098594087
20210414,39522.95718606073,39585.92047698072,39325.07255745505,39203.64335353793
20210415,39585.92047698072,39783.80510558639,39477.983406832165,39428.512249680745
20210416,39540.94669775215,39689.36016920641,39689.36016920641,39415.02011591218
20210419,39545.44407567501,39774.81034974068,39540.94669775215,39473.48602890931
20210420,39774.81034974068,39842.271018583524,39473.48602890931,39473.48602890931
20210421,39104.7010392351,39567.93096528929,39567.93096528929,38960.7849457037
20210422,39167.66433015509,39401.52798214361,39185.65384184651,39091.20890546653
20210423,39158.66957430937,39280.09877822649,38929.30330024371,38708.93178202375
20210426,39513.96243021502,39540.94669775215,39262.109266535066,39230.62762107507
20210427,39549.941453597865,39594.91523282643,39491.47554060074,39397.03060422075
20210428,39154.17219638652,39482.480784755026,39473.48602890931,39073.21939377511
20210429,39007.83564998563,39405.68813551303,39318.80081108751,38971.25151338541
20210430,38701.44350595878,39048.99280366088,39007.83564998563,38596.26411323315
20210503,38495.657737582536,39053.56582073591,38687.724454733696,38459.073600982316
20210504,38806.622898684414,38820.341949909496,38573.39902785801,38413.34343023204
20210506,39035.273752435794,39076.43090611105,38651.140318133475,38628.27523275834
20210507,39295.93572571237,39433.1262379632,39048.99280366088,39048.99280366088
20210510,39940.731133291265,40059.62957724198,39510.86752823867,39446.845289188284
20210511,39277.64365741226,39798.96760396541,39785.248552740326,39117.58805978629
20210512,38609.98316445823,39295.93572571237,39277.64365741226,38349.321191181654
20210513,38152.68145695546,38550.53394248287,38084.086200830054,38038.356030079776
20210514,38527.66885710773,38669.43238643359,38321.88308873149,38289.871969206295
20210517,38367.61325948176,38692.29747180873,38683.15143765867,38138.96240573038
20210518,38811.19591575945,38888.93720603491,38536.81489125779,38500.23075465757
20210520,38706.01652303381,38779.18479623425,38545.96092540784,38454.50058390729
20210521,38687.724454733696,39250.20555496209,38861.49910358475,38600.83713030817
20210524,38600.83713030817,38806.622898684414,38687.724454733696,38481.938686357455
20210525,38943.81341093525,38998.689615835574,38788.33083038431,38683.15143765867
20210526,38838.63401820961,39099.295991486186,38943.81341093525,38792.90384745933
20210527,38770.038762084194,38916.375308485076,38861.49910358475,38518.522822957675
20210528,39007.83564998563,39172.46426468663,38834.061001134585,38802.04988160939
20210531,39218.194435436904,39172.46426468663,39035.273752435794,38870.645137734806
20210601,39396.54210136298,39602.32786973922,39145.02616223646,39117.58805978629
20210602,39369.10399891281,39629.76597218939,39378.25003306287,39327.946845237566
20210603,39725.79933076497,39904.146996691044,39501.72149408862,39483.429425788505
20210604,39574.88976728906,39661.77709171458,39556.597698988946,39327.946845237566
20210607,39725.79933076497,39862.9898430158,39803.54062104044,39460.564340413366
20210608,39620.61993803933,39835.55174056563,39725.79933076497,39597.7548526642
20210609,39190.75633298673,39597.7548526642,39547.45166483889,39209.04840128685
20210610,39295.93572571237,39446.845289188284,39190.75633298673,39158.745213461545
20210611,39597.7548526642,39698.3612283148,39382.8230501379,39382.8230501379
20210614,39593.18183558917,39602.32786973922,39597.7548526642,39451.41830626331
20210615,39689.215194164746,39721.22631368994,39593.18183558917,39542.878647763864
20210616,39913.2930308411,39972.74225281646,39629.76597218939,39629.76597218939
20210617,39698.3612283148,39766.95648444022,39689.215194164746,39547.45166483889
20210618,39785.248552740326,39904.146996691044,39721.22631368994,39702.93424538983
20210621,39428.55322088817,39565.743733139,39419.40718673812,39254.778572037125
20210622,39693.78821123978,39757.81045029016,39648.0580404895,39593.18183558917
20210623,39908.72001376608,39968.169235741436,39830.9787234906,39730.37234784
20210624,40055.05656016696,40160.235952892595,39968.169235741436,39968.169235741436
20210625,40260.8423285432,40457.48206276939,40233.40422609304,40187.67405534276
20210628,40219.685174867955,40343.1566358937,40260.8423285432,40105.35974799226
20210629,40059.62957724198,40219.685174867955,40219.685174867955,39940.731133291265
20210630,40169.381987042645,40288.28043099336,40141.94388459248,40128.2248333674
20210701,39945.3041503663,40169.381987042645,40169.381987042645,39885.85492839094
20210702,39904.146996691044,40096.213713842204,39945.3041503663,39895.00096254099
20210705,40105.35974799226,40187.67405534276,40045.9105260169,40027.618457716795
20210706,40247.12327731812,40366.02172126884,40201.39310656784,40196.820089492816
20210707,40009.32638941668,40105.35974799226,40105.35974799226,39922.43906499116
20210708,39606.90088681425,40155.66293581756,40059.62957724198,39638.912006339444
20210709,39131.307111011374,39387.396067212925,39300.5087427874,38852.35306943469
20210712,39538.30563068884,39593.18183558917,39515.4405453137,39423.980203813146
20210713,39858.41682594077,39876.70889424088,39734.945364915024,39734.945364915024
20210714,39716.65329661492,39785.248552740326,39698.3612283148,39579.462784364085
20210715,40013.899406491706,40023.04544064176,39766.95648444022,39739.51838199005
20210716,39821.83268934055,39927.01208206618,39927.01208206618,39675.496142939664
20210719,39387.396067212925,39510.86752823867,39510.86752823867,39300.5087427874
20210720,39263.92460618718,39305.08175986243,39140.45314516143,39062.711854885965
20210721,39035.273752435794,39446.845289188284,39350.811930612705,39044.41978658585
20210722,39538.30563068884,39629.76597218939,39218.194435436904,39218.194435436904
20210723,39625.19295511436,39734.945364915024,39552.02468191392,39510.86752823867
20210726,39218.194435436904,39666.35010878961,39666.35010878961,39241.05952081204
20210727,39282.21667448729,39579.462784364085,39419.40718673812,39277.64365741226
20210728,39401.11511843801,39446.845289188284,39282.21667448729,39081.00392318607
20210729,39439.583825374044,39590.710888337046,39531.17598474556,39329.673234128226
20210730,38935.82694883072,39325.09362615965,39325.09362615965,38931.24734086214
20210802,39160.22773929092,39201.44421100811,39086.954011793714,38880.87165320781
20210803,39508.27794490268,39494.53912099695,39160.22773929092,39160.22773929092
20210804,40062.410509100344,40117.36580472325,39567.81284849416,39549.49441661986
20210805,39979.97756566598,40222.69678800049,40062.410509100344,39920.44266207449
20210806,39838.00971864013,40071.569725037494,39979.97756566598,39709.780695520014
20210809,39631.92736005422,39773.89520708007,39668.56422380283,39499.11872896553
20210810,39352.57127397111,39663.984615834255,39654.825399897105,39228.921858819565
20210811,39041.157932107955,39357.150881939684,39311.354802253925,38995.361852422204
20210812,38844.2347894592,39059.47636398226,39059.47636398226,38734.324198213384
20210813,38184.7712419843,38738.90380618196,38738.90380618196,38038.223786989874
20210817,37772.60652481249,38335.898304947295,38221.4081057329,37703.91240528385
20210818,37983.268491366965,38157.29359417284,37772.60652481249,37598.58142200661
20210819,37209.31474467767,37909.994763869756,37735.96966106388,37232.212784520554
20210820,36870.42375500307,37520.72808654082,37442.87475107503,36719.29669204007
20210823,37186.416704834795,37488.67083076079,37140.62062514904,36989.493562186035
20210824,37877.93750808973,37914.57437183833,37484.091222792216,37461.19318294933
20210825,38015.325747147,38203.0896738586,37964.950059492665,37749.708484969604
20210826,37745.12887700103,38175.61202604715,38111.49751448709,37644.37750169237
20210827,37722.23083715815,37836.721036372546,37644.37750169237,37424.55631920073
20210830,37772.60652481249,38097.75869058136,38070.28104276991,37699.33279731527
20210831,38514.50301572175,38487.0253679103,37772.60652481249,37653.53671762952
20210901,38596.935959156115,38702.26694243336,38468.706936036,38340.47791291587
20210902,38248.88575354436,38596.935959156115,38541.980663533206,38120.65673042424
20210903,38477.86615197315,38578.61752728181,38303.84104916727,38303.84104916727
20210906,38619.83399899899,38670.209686653325,38477.86615197315,38400.012816507355
20210907,38390.853600570204,38606.095175093265,38606.095175093265,38253.465361512935
20210908,38065.70143480133,38363.37595275875,38198.51006589003,38006.16653120985
20210909,37374.1806315464,37978.68888339839,37832.14142840397,37365.02141560925
20210910,37548.205734352276,37658.116325598094,37594.001814038034,37346.70298373494
20210913,37607.74063794376,37781.76574074964,37484.091222792216,37415.39710326358
20210914,37887.09672402688,38116.07712245567,37754.28809293818,37754.28809293818
20210915,37946.631627618364,38088.59947464421,37905.41515590118,37740.54926903245
20210916,37616.89985388091,38029.064571052724,37992.427707304116,37552.78534232085
20210917,37713.071621221,37772.60652481249,37447.45435904361,37369.60102357782
20210923,37626.05906981806,37754.28809293818,37488.67083076079,37424.55631920073
20210924,37607.74063794376,37891.676331995455,37758.86770090676,37566.524166226576
20210927,37708.49201325243,37923.73358777548,37598.58142200661,37598.58142200661
20210928,37241.372000457704,37699.33279731527,37690.17358137812,37241.372000457704
20210929,36746.77433985152,36934.538266563126,36907.060618751675,36412.4629581455
20210930,36911.64022672025,36984.91395421746,36613.96570876283,36545.271589234195
20211001,36247.597071276774,36760.513163757256,36728.45590797722,36188.06216768529
20211005,35670.56646723623,36000.29824097369,35881.22843379072,35382.05116521596
